Crude Oil Price,Price Year-Month,Accident Year,Accident Year-Month,Accident Date,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
75.77,2010-03,2010,2010-03,2010-03-01,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,CLEARBROOK TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,CLEARBROOK,CLEARWATER,MN,47.68857,-95.41731999999999,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,3.0,0.0,3.0,0.0,NO,NO,YES,3/1/2010 9:17,3/1/2010 12:03,0.0,0.0,80.0,0.0,0.0,3000.0,16000.0,19080.0
75.77,2010-03,2010,2010-03,2010-03-01,"CHAPARRAL ENERGY, LLC",Not Available,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),Not Available,Not Available,HAYNE,SEWARD,KS,37.108470000000004,-100.80037,ALL OTHER CAUSES,MISCELLANEOUS,2.99,0.0,0.0,2.99,NO,NO,YES,3/1/2010 11:51,3/5/2010 2:00,0.0,3500.0,10.0,0.0,0.0,0.0,0.0,3510.0
75.77,2010-03,2010,2010-03,2010-03-03,ENTERPRISE PRODUCTS OPERATING LLC,Not Available,OFFSHORE,Not Available,CRUDE OIL,Not Available,Not Available,Not Available,Not Available,Not Available,28.104059999999997,-90.79238000000001,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.5,0.0,0.0,0.5,NO,NO,NO,Not Available,Not Available,0.0,100.0,75.0,0.0,598.0,0.0,0.0,773.0
75.77,2010-03,2010,2010-03,2010-03-04,COLONIAL PIPELINE CO,LAKE CHARLES LINE 1 DYNATROL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,SULPHUR,CALCASIEU,LA,30.16801,-93.34000999999999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,7.88,0.0,7.08,0.8,NO,NO,YES,3/4/2010 5:30,3/4/2010 7:30,0.0,7000.0,500.0,13000.0,15000.0,27000.0,2500.0,65000.0
75.77,2010-03,2010,2010-03,2010-03-04,EXXONMOBIL PIPELINE CO,SORRENTO DOME,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,SORRENTO,ASCENSION,LA,30.17319,-90.78774,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.31,0.0,0.0,0.31,NO,NO,YES,3/4/2010 23:00,3/5/2010 10:00,0.0,13500.0,94.0,0.0,0.0,0.0,0.0,13594.0
75.77,2010-03,2010,2010-03,2010-03-08,SINCLAIR TRANSPORTATION COMPANY,MID-CONTINENT PIPELINE SYSTEM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,CARROLLTON,CARROLL,MO,39.36359,-93.45965,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,84.0,0.0,83.0,1.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,90.0,0.0,5849.0,5348.0,0.0,11287.0
75.77,2010-03,2010,2010-03,2010-03-08,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,KANSAS CITY,WYANDOTTE,KS,39.13844,-94.60013000000001,NATURAL FORCE DAMAGE,TEMPERATURE,168.0,0.0,75.0,93.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,11625.0,0.0,1000.0,72995.0,0.0,85620.0
75.77,2010-03,2010,2010-03,2010-03-09,SUNOCO PIPELINE L.P.,TEXOMA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,LONGVIEW,GREGG,TX,32.482479999999995,-94.8391,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,0.0,0.5,0.5,NO,NO,NO,Not Available,Not Available,0.0,2500.0,39.0,0.0,2500.0,0.0,0.0,5039.0
75.77,2010-03,2010,2010-03,2010-03-09,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,CORSICANA,NAVARRO,TX,32.06839,-96.47081,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,0.0,0.05,0.95,NO,NO,NO,Not Available,Not Available,0.0,17019.0,78.0,0.0,7967.0,1000.0,0.0,26064.0
75.77,2010-03,2010,2010-03,2010-03-11,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",SUPERIOR TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,SUPERIOR,DOUGLAS,WI,46.68889,-92.05972,NATURAL FORCE DAMAGE,TEMPERATURE,0.75,0.0,0.75,0.0,NO,NO,NO,Not Available,Not Available,0.0,1000.0,60.0,0.0,5000.0,2000.0,0.0,8060.0
75.77,2010-03,2010,2010-03,2010-03-14,"MAGELLAN PIPELINE COMPANY, LP",MILFORD TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,MILFORD,DICKINSON,IA,43.29183,-95.15156999999999,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,115.0,0.0,45.0,70.0,NO,NO,YES,3/14/2010 22:05,3/17/2010 15:15,0.0,50.0,9000.0,2500.0,340000.0,160000.0,0.0,511550.0
75.77,2010-03,2010,2010-03,2010-03-15,SUNOCO PIPELINE L.P.,COMYN STATION,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,COMYN,COMANCHE,TX,32.07267,-98.46948,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0.0,0.0,0.12,NO,NO,NO,Not Available,Not Available,0.0,0.0,10.0,0.0,755.0,0.0,0.0,765.0
75.77,2010-03,2010,2010-03,2010-03-15,"TEPPCO CRUDE PIPELINE, LLC",Not Available,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,HOBBS,LEA,NM,32.652,-103.1393,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,0.0,2.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,1000.0,160.0,0.0,0.0,0.0,0.0,1160.0
75.77,2010-03,2010,2010-03,2010-03-15,SUNOCO PIPELINE L.P.,SATTERWHITE JUNCTION,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,WHITE OAK,GREGG,TX,32.52582,-94.86381,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,0.0,0.0,0.6,NO,NO,YES,3/15/2010 16:00,3/15/2010 18:30,0.0,0.0,46.0,0.0,10999.0,452.0,0.0,11497.0
75.77,2010-03,2010,2010-03,2010-03-16,"SFPP, LP",LS 20,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,SACRAMENTO,SACRAMENTO,CA,38.5997,-121.4483,CORROSION,INTERNAL,48.0,0.0,5.12,42.88,NO,NO,YES,3/16/2010 11:16,3/18/2010 1:16,0.0,60000.0,490.0,0.0,70000.0,299510.0,50000.0,480000.0
75.77,2010-03,2010,2010-03,2010-03-18,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,CUSHING,PAYNE,OK,35.95885,-96.75655,CORROSION,EXTERNAL,7.0,0.0,7.0,0.0,NO,NO,YES,3/18/2010 16:00,Not Available,0.0,25000.0,0.0,0.0,6000.0,5000.0,18000.0,54000.0
75.77,2010-03,2010,2010-03,2010-03-20,PACIFIC PIPELINE SYSTEM LLC,KELLEY PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,METTLER,KERN,CA,35.01937,-119.06305,CORROSION,INTERNAL,240.0,0.0,240.0,0.0,NO,NO,YES,3/20/2010 12:53,3/23/2010 17:00,0.0,0.0,800.0,0.0,2000.0,8000.0,6000.0,16800.0
75.77,2010-03,2010,2010-03,2010-03-21,BP PIPELINE (NORTH AMERICA) INC.,MOKENA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,MOKENA,WILL,IL,41.5569,-87.8861,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,90.0,0.0,90.0,0.0,NO,NO,YES,3/21/2010 8:45,3/24/2010 8:00,0.0,12000.0,6500.0,0.0,120000.0,20000.0,0.0,158500.0
75.77,2010-03,2010,2010-03,2010-03-22,BP PIPELINE (NORTH AMERICA) INC.,TEXAS CITY CRUDE,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,TEXAS CITY,GALVESTON,TX,29.399720000000002,-94.96417,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.47,0.0,0.47,0.0,NO,NO,NO,Not Available,Not Available,0.0,70000.0,30.0,0.0,36000.0,0.0,0.0,106030.0
75.77,2010-03,2010,2010-03,2010-03-23,COLONIAL PIPELINE CO,BATON ROUGE STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,JACKSON,EAST FELICIANA,LA,30.711209999999998,-91.28349,CORROSION,INTERNAL,1.35,0.0,1.35,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,166.0,107.0,0.0,4500.0,0.0,0.0,4773.0
75.77,2010-03,2010,2010-03,2010-03-23,CONOCOPHILLIPS,LOUISIANA GATHERING SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,WESTLAKE,CALCASIEU PARISH,LA,30.241,-93.27546,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,0.0,0.24,0.0,NO,NO,YES,3/23/2010 18:30,3/23/2010 21:26,0.0,500.0,20.0,0.0,2000.0,1000.0,0.0,3520.0
75.77,2010-03,2010,2010-03,2010-03-24,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL SOUTH,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,CUSHING,LINCOLN,OK,35.93985,-96.75629,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.25,0.0,0.25,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,600.0,0.0,0.0,400.0,350.0,0.0,1350.0
75.77,2010-03,2010,2010-03,2010-03-24,PLANTATION PIPE LINE CO,Not Available,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,BATON ROUGE,EAST BATON ROUGE,LA,30.54741,-90.16677,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.47,0.0,0.47,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,400.0,415.0,0.0,3400.0,0.0,0.0,4215.0
75.77,2010-03,2010,2010-03,2010-03-25,"SUNOCO, INC (R&M)",PHILADELPHIA REFINERY - WEST YARD,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,VACUUM GAS OIL (VGO),PHILADELPHIA,PHILADELPHIA,PA,39.919340000000005,-75.20447,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1700.0,0.0,1699.0,1.0,NO,NO,YES,3/25/2010 18:00,3/28/2010 16:00,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0
75.77,2010-03,2010,2010-03,2010-03-25,"WHITECAP PIPE LINE COMPANY, L.L.C.",Not Available,OFFSHORE,Not Available,CRUDE OIL,Not Available,Not Available,Not Available,Not Available,Not Available,28.68555,-91.04555,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,5.7,0.0,0.0,5.7,NO,NO,YES,3/26/2010 13:20,5/1/2010 14:30,0.0,2200000.0,1260.0,0.0,0.0,0.0,0.0,2201260.0
75.77,2010-03,2010,2010-03,2010-03-26,CONOCOPHILLIPS,"LO-01, LINE O",ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,BORGER,Not Available,TX,35.68463,-101.35898,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.71,0.0,0.6,0.11,NO,NO,YES,3/26/2010 13:50,3/26/2010 14:50,0.0,0.0,58.0,0.0,0.0,30000.0,0.0,30058.0
75.77,2010-03,2010,2010-03,2010-03-27,PROGRESS ENERGY,BARTOW ANCLOTE PIPELINE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,NO 6 FUEL OIL,ST PETERSBURG,PINELLAS,FL,27.86028,-82.59958,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,286.0,0.0,191.0,95.0,NO,NO,NO,Not Available,Not Available,0.0,15000.0,75000.0,0.0,212000.0,100000.0,35000.0,437000.0
75.77,2010-03,2010,2010-03,2010-03-29,CONOCOPHILLIPS,CLIFTON RIDGE,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,SULPHUR,CALCASIEU,LA,30.159570000000002,-93.33989,CORROSION,INTERNAL,0.6,0.0,0.6,0.0,NO,NO,YES,3/29/2010 10:15,3/29/2010 18:00,0.0,10000.0,30.0,0.0,5000.0,1100.0,0.0,16130.0
75.77,2010-03,2010,2010-03,2010-03-29,"BUCKEYE PARTNERS, LP",Not Available,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,BOURBONNAIS,KANKAKEE,IL,41.1784,-87.8504,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,40.0,0.0,40.0,0.0,NO,NO,YES,3/29/2010 18:48,3/31/2010 12:05,0.0,6900.0,1140.0,0.0,22550.0,84700.0,0.0,115290.0
75.77,2010-03,2010,2010-03,2010-03-30,ENTERPRISE PRODUCTS OPERATING LLC,EAST LEG BLUE LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,SALISBURY,CHARITON,MO,39.46308,-92.87136,NATURAL FORCE DAMAGE,EARTH MOVEMENT,656.0,0.0,0.0,656.0,NO,NO,YES,3/30/2010 14:07,4/2/2010 17:20,16.0,81600.0,29000.0,0.0,0.0,0.0,0.0,110600.0
75.77,2010-03,2010,2010-03,2010-03-31,COLONIAL PIPELINE CO,HANCOCK STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,CHARLOTTE COURTHOUSE,CHARLOTTE,VA,37.157779999999995,-78.835,NATURAL FORCE DAMAGE,TEMPERATURE,1.2,0.0,1.2,0.0,NO,NO,NO,Not Available,Not Available,0.0,30.0,140.0,0.0,56000.0,67226.0,0.0,123396.0
78.8,2010-04,2010,2010-04,2010-04-03,KINDER MORGAN PIPELINES (USA) INC,PLATTE PIPE LINE CO.,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,GOWER,BUCHANAN,MO,39.64343,-94.61827,CORROSION,INTERNAL,20.0,0.0,20.0,0.0,NO,NO,YES,4/3/2010 14:56,4/3/2010 18:55,0.0,90000.0,240.0,0.0,51000.0,48000.0,0.0,189240.0
78.8,2010-04,2010,2010-04,2010-04-05,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,TULSA,TULSA,OK,36.13252,-96.02906,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.12,0.0,0.12,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,8000.0,12.0,0.0,0.0,0.0,0.0,8012.0
78.8,2010-04,2010,2010-04,2010-04-05,"BRIDGER LAKE, LLC",BRIDGER LAKE,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,ROBERTSON,UINTA,WY,41.184974,-110.41061200000001,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.0,0.0,0.0,0.0,YES,NO,YES,4/5/2010 9:10,Not Available,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,4000000.0
78.8,2010-04,2010,2010-04,2010-04-05,SUNOCO PIPELINE L.P.,BAD CREEK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,PHAROAH,OKFUSKEE,OK,35.421479999999995,-96.14583,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.0,0.0,3.0,0.0,NO,NO,YES,4/5/2010 23:00,4/6/2010 11:00,0.0,2901.0,249.0,0.0,4665.0,0.0,0.0,7815.0
78.8,2010-04,2010,2010-04,2010-04-05,CHEVRON PIPE LINE CO,"CYPRESS 10"" CRUDE PIPELINE",ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,VENICE,PLAQUEMINE,LA,29.2564,-89.1883,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,400.0,0.0,185.0,215.0,NO,NO,YES,4/6/2010 1:57,9/11/2010 7:00,0.0,2200000.0,33600.0,0.0,8700000.0,3000000.0,0.0,13933600.0
78.8,2010-04,2010,2010-04,2010-04-07,CHEVRON PRODUCTS COMPANY,Not Available,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,LOUISVILLE,JEFFERSON,KY,38.1337,-85.5012,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.0,0.0,4.0,0.0,YES,NO,YES,4/7/2010 1:46,Not Available,0.0,45000.0,504.0,0.0,35000.0,20000.0,0.0,100504.0
78.8,2010-04,2010,2010-04,2010-04-07,"MAGELLAN PIPELINE COMPANY, LP",Not Available,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,WALNUT SPRINGS,BOSQUE,TX,32.06374,-97.81895,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.71,0.0,0.71,0.0,NO,NO,YES,Not Available,Not Available,0.0,14500.0,90.0,0.0,4000.0,18000.0,0.0,36590.0
78.8,2010-04,2010,2010-04,2010-04-08,CONOCOPHILLIPS,"GD-03, GOLD LINE",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,GREEN RIDGE,PETTIS,MO,38.63064,-93.39656,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.0,0.07,0.17,NO,NO,YES,4/8/2010 18:58,4/9/2010 10:30,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0
78.8,2010-04,2010,2010-04,2010-04-09,"PLAINS PIPELINE, L.P.",COLORADO CITY STATION,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,HERMLEIGH,SCURRY,TX,32.5375,-100.8377,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.36,0.0,0.36,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,0.0,30.0,0.0,125.0,125.0,1500.0,1780.0
78.8,2010-04,2010,2010-04,2010-04-10,SUNOCO PIPELINE L.P.,"NOBLE 8""",ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,CASHION,LOGAN COUNTY,OK,35.86572,-97.62111,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.02,0.0,0.0,0.02,NO,NO,YES,4/10/2010 18:40,4/24/2010 6:58,0.0,131956.0,2.0,0.0,35946.0,0.0,0.0,167904.0
78.8,2010-04,2010,2010-04,2010-04-12,PLANTATION PIPE LINE CO,LOUDON PUMPING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,LOUDON,LOUDON,TN,35.76698,-84.36458,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.76,0.0,4.76,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,3500.0,424.0,0.0,27095.0,0.0,0.0,31019.0
78.8,2010-04,2010,2010-04,2010-04-13,"TE PRODUCTS PIPELINE COMPANY, LLC",P35 PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,SEYMOUR,JACKSON,IN,39.02601,-85.85146,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.01,0.0,0.01,0.0,YES,NO,NO,Not Available,Not Available,0.0,0.0,37.0,0.0,75.0,0.0,35117.0,35229.0
78.8,2010-04,2010,2010-04,2010-04-13,EXPLORER PIPELINE CO,PORT ARTHUR TANK FARM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,PORT ARTHUR,JEFFERSON,TX,29.90083,-94.00556,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.1,0.0,0.1,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,9.0,0.0,0.0,30008.0,72952.0,102969.0
78.8,2010-04,2010,2010-04,2010-04-14,EXXONMOBIL PIPELINE CO,LONGVIEW  PIPELINE STATION- LINE CODE 2942127,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,LONGVIEW,"GREGG  COUNTY, TEXAS",TX,32.47413,-94.7185,CORROSION,INTERNAL,0.84,0.0,0.84,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,86.0,0.0,5000.0,0.0,0.0,5086.0
78.8,2010-04,2010,2010-04,2010-04-15,VALERO TERMINALING AND DISTRIBUTION COMPANY,LUCAS STATION,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,BEAUMONT,JEFFERSON,TX,29.997629999999997,-94.07668000000001,CORROSION,INTERNAL,15.0,0.0,15.0,0.0,NO,NO,YES,4/15/2010 20:25,4/15/2010 23:50,0.0,0.0,0.0,0.0,20000.0,0.0,300.0,20300.0
78.8,2010-04,2010,2010-04,2010-04-16,"TE PRODUCTS PIPELINE COMPANY, LLC",Not Available,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,QULIN,BUTLER,MO,36.5746,-90.1886,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.98,0.0,0.98,0.0,NO,NO,NO,Not Available,Not Available,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0
78.8,2010-04,2010,2010-04,2010-04-16,"KOCH PIPELINE COMPANY, L.P.",REFUGIO PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,REFUGIO,REFUGIO,TX,28.279502,-97.29544,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0.0,0.0,0.12,NO,NO,Not Available,Not Available,Not Available,0.0,0.0,9.0,0.0,0.0,2500.0,0.0,2509.0
78.8,2010-04,2010,2010-04,2010-04-17,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 2,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,DEER RIVER,ITASCA,MN,47.31006,-93.73207,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,5.0,0.0,4.0,1.0,NO,NO,YES,4/17/2010 19:00,4/18/2010 19:10,0.0,550000.0,350.0,20000.0,180000.0,216000.0,0.0,966350.0
78.8,2010-04,2010,2010-04,2010-04-20,"MAGELLAN PIPELINE COMPANY, LP","#3-6"" MASON CITY TO MANKATO LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,PEMBERTON,BLUE EARTH,MN,44.000221,-93.782668,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,25.0,0.0,25.0,0.0,NO,NO,YES,4/20/2010 14:56,4/21/2010 12:52,0.0,6500.0,675.0,500.0,75000.0,60000.0,0.0,142675.0
78.8,2010-04,2010,2010-04,2010-04-23,ENTERPRISE PRODUCTS OPERATING LLC,WEST LEG RED LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,NATURAL GASOLINE,SOLOMON,OTTAWA,KS,38.98742,-97.4042,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,1669.0,0.0,10.0,1659.0,NO,NO,YES,4/23/2010 16:39,4/29/2010 18:00,3.0,170034.0,129618.0,2460.0,110000.0,163297.0,0.0,575409.0
78.8,2010-04,2010,2010-04,2010-04-24,MARATHON PIPE LINE LLC,"GARYVILLE TO ZACHARY 20"" - ZACHARY STATION",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,JACKSON,EAST FELICIANA,LA,30.70863,-91.27566,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,13.0,0.0,13.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,1149.0,0.0,46135.0,0.0,0.0,47284.0
78.8,2010-04,2010,2010-04,2010-04-25,MARATHON PIPE LINE LLC,"SAMARIA - DETROIT 16"" CRUDE",ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,SAMARIA,MONROE,MI,41.80708,-83.60070999999999,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,91.0,0.0,79.0,12.0,NO,NO,YES,4/25/2010 9:03,4/25/2010 21:06,0.0,0.0,7018.0,0.0,171265.0,925684.0,0.0,1103967.0
